RID,source_nodeip,destination_nodeip,start_time,source_port,destination_port,flags,site,asn,num_packets,num_bytes,flow_trajectories_ip,proto,Label
10.42.0.151-111.221.77.144-43477-40028-17,46.201.123.66,61.147.103.79,1415780448,22,45016,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,219.233.220.236,TCP,0
10.42.0.211-10.42.0.1-3276-53-17,69.175.14.166,110.171.2.235,1415780448,22,44639,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,219.233.220.236,TCP,0
10.42.0.211-23.206.125.17-38444-80-6,69.175.14.166,110.171.2.235,1415780451,22,51389,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,151.237.177.101,TCP,0
10.42.0.151-108.174.10.10-56871-80-6,61.147.103.88,110.171.2.235,1415780450,22,46577,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,151.237.177.101,TCP,0
10.42.0.151-10.42.0.1-59502-53-17,175.180.185.50,110.171.2.235,1415780450,35234,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,151.237.177.101,TCP,1
10.42.0.211-69.147.82.61-36529-443-6,78.129.149.17,110.171.2.235,1415780448,41864,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,151.237.177.101,TCP,1
203.205.191.22-10.42.0.211-80-60338-6,78.129.149.17,110.171.2.235,1415780448,45016,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,151.237.177.101,TCP,0
180.76.151.150-10.42.0.42-80-53956-6,78.129.149.17,12.218.92.210,1415780448,44639,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,151.237.177.101,TCP,0
211.144.37.229-10.42.0.151-80-35425-6,197.87.43.254,42.96.155.170,1415780449,49132,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,151.237.177.101,TCP,0
172.217.10.10-10.42.0.151-443-43464-6,216.99.156.74,122.118.190.8,1415780451,51389,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,151.237.177.101,TCP,1
172.217.9.234-10.42.0.211-443-35225-6,87.68.236.194,122.118.190.8,1415780449,22,55659,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,992,182.18.14.164,TCP,1
182.22.31.124-10.42.0.211-80-41457-6,87.68.236.194,122.118.190.8,1415780448,22,41864,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,218.3.160.26,TCP,1
10.42.0.151-10.42.0.1-13555-53-17,87.68.236.194,122.118.190.8,1415780449,22,49132,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,61.182.168.24,TCP,1
10.42.0.211-10.42.0.1-2730-53-17,69.28.58.85,122.118.190.8,1415780450,22,35234,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,97.77.52.34,TCP,1
172.217.10.110-10.42.0.151-443-35271-6,61.143.207.106,122.118.190.8,1415780457,22,45506,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,992,42.120.19.145,TCP,0
10.42.0.211-10.42.0.1-38735-53-17,87.68.236.194,122.118.190.8,1415780450,46577,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,67.198.139.162,TCP,1
10.42.0.211-72.30.2.182-35937-443-6,87.68.236.194,122.118.190.8,1415780457,45506,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,67.198.139.162,TCP,0
172.217.10.3-10.42.0.42-443-59045-6,87.68.236.194,90.83.30.97,1415780450,48263,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,67.198.139.162,TCP,0
180.163.15.184-10.42.0.211-80-38764-6,112.196.16.237,96.254.171.2,1415780449,55659,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,61.131.218.218,TCP,0
140.205.140.87-10.42.0.151-80-58320-6,112.196.16.237,96.254.171.2,1415780450,22,48263,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,95.9.243.108,TCP,1
183.57.48.84-10.42.0.151-80-50037-6,112.196.16.237,219.235.8.241,1415780457,22,43287,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,124.115.16.231,TCP,0
203.130.53.126-10.42.0.211-80-52264-6,202.85.214.186,142.4.103.117,1415780457,43287,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,124.115.16.231,TCP,1
10.42.0.151-50.22.240.169-50074-5222-6,211.162.79.51,122.165.3.87,1415749598,22,48896,"-A----,-AP---",45c48,c4ca4,6,504,114.42.222.111,TCP,0
10.42.0.211-104.244.42.193-36775-80-6,85.25.150.194,180.186.27.68,1415692818,36757,22,"----S-,-A----,-AP---",45c48,c4ca4,12,944,199.180.103.157,UDP,1
10.42.0.211-115.239.210.141-54478-80-6,83.99.132.33,14.140.122.130,1415747031,22,36757,"-A----,-AP---",45c48,c4ca4,6,504,114.236.39.171,UDP,0
10.42.0.211-47.88.68.21-57255-443-6,83.99.132.33,14.140.122.130,1415752912,22,38598,"-A----,-AP---",45c48,c4ca4,6,504,60.173.14.75,UDP,1
10.42.0.42-23.206.125.17-39598-80-6,83.99.132.33,72.55.148.202,1415752912,38598,22,"-A----,-AP---",45c48,c4ca4,12,1008,216.99.156.74,UDP,1
169.55.75.105-10.42.0.151-5222-38593-6,83.99.132.33,122.233.128.202,1415752912,51759,22,"-A----,-AP---",45c48,c4ca4,12,1008,218.87.16.135,UDP,0
10.42.0.211-36.51.254.232-40879-443-6,83.99.132.33,50.75.15.179,1415780406,22,60776,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,26,3001,125.46.54.193,UDP,1
10.42.0.211-103.235.46.212-57624-443-6,83.99.132.33,50.75.15.179,1415780406,60776,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,25,3930,125.46.54.193,UDP,0
10.42.0.151-64.71.142.124-32932-80-6,175.180.185.50,192.95.30.15,1415780406,60765,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,25,3930,125.46.54.193,TCP,0
172.217.12.174-10.42.0.151-443-34950-6,83.99.132.33,142.54.169.114,1415780406,22,60765,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,28,4177,118.26.200.174,UDP,1
10.42.0.42-85.93.5.109-32828-80-6,199.36.74.47,60.190.222.205,1415780429,22,37514,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,854,125.46.54.193,TCP,1
10.42.0.211-10.42.0.1-1105-53-17,86.55.227.169,118.244.4.61,1415780427,22,34790,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,125.46.54.193,TCP,0
10.42.0.151-10.42.0.1-60811-53-17,86.55.227.169,221.13.34.3,1415780430,22,57786,"-A----,-A---F,-AP---",c9f0f,c4ca4,4,734,192.95.1.129,TCP,1
5.61.39.3-10.42.0.42-80-42016-6,190.221.234.61,10.202.148.148,1415780427,34790,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,5,293,96.254.171.2,ICMP,0
10.42.0.42-27.221.28.204-39672-80-6,190.221.234.61,90.83.30.97,1415780429,37514,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,96.254.171.2,ICMP,1
10.42.0.211-64.71.142.124-37842-443-6,190.221.234.61,5.135.78.226,1415780428,41366,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,125.46.54.193,ICMP,0
10.42.0.151-103.7.30.118-41331-80-6,190.221.234.61,192.210.51.67,1415780430,57786,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,212.220.78.62,ICMP,1
10.42.0.151-10.42.0.1-46838-53-17,222.89.164.247,61.131.218.218,1415780428,22,41366,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,212.220.78.62,TCP,0
173.241.242.143-10.42.0.211-443-41425-6,128.73.117.198,85.25.243.178,1415780441,22,58955,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,75.149.32.126,TCP,0
10.42.0.211-66.198.24.240-48287-80-6,128.73.117.198,113.11.194.210,1415780433,22,35343,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,122.248.99.1,TCP,0
10.42.0.151-119.146.74.34-59290-80-6,121.166.215.214,183.61.185.91,1415780442,22,38508,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,874,122.248.99.1,TCP,0
10.42.0.211-103.235.46.212-60284-80-6,122.226.55.70,216.99.156.74,1415780435,22,53548,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,242,117.24.133.109,TCP,0
172.217.3.99-10.42.0.151-443-36966-6,219.219.1.23,107.22.39.74,1415780439,22,36141,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,188.190.65.7,TCP,1
10.42.0.151-10.42.0.1-25534-53-17,112.90.219.3,219.235.8.109,1415780441,22,33283,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,798,188.190.65.7,TCP,1
10.42.0.151-52.22.102.34-53573-443-6,198.20.69.98,107.22.39.74,1415780436,22,37285,"-A----,-A---F,-AP---",c9f0f,c4ca4,4,230,122.152.81.39,TCP,0
10.42.0.211-10.42.0.1-5221-53-17,27.54.249.146,107.22.39.74,1415780437,22,57978,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,798,122.152.81.39,TCP,0
203.205.158.56-10.42.0.211-80-57319-6,39.216.79.37,107.22.39.74,1415780437,22,50424,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,242,61.147.74.149,TCP,0
172.217.10.10-10.42.0.151-443-45368-6,39.216.79.37,90.83.30.97,1415780441,33283,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,85.25.144.86,TCP,1
180.76.152.193-10.42.0.42-80-41204-6,122.228.64.35,90.83.30.97,1415780433,35343,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,96.254.171.2,TCP,1
10.42.0.211-10.42.0.1-20395-53-17,219.235.1.127,124.224.178.242,1415780439,36141,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,5,287,27.123.169.250,TCP,1
10.42.0.211-104.192.108.27-39330-80-6,221.215.85.60,107.22.39.74,1415780442,38508,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,220.181.168.154,TCP,1
172.217.10.35-10.42.0.151-443-40362-6,124.193.108.74,107.22.39.74,1415780435,38069,22,"---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,5,279,42.96.131.169,TCP,1
172.217.10.78-10.42.0.42-443-47186-6,192.210.51.67,107.22.39.74,1415780431,37078,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,61.147.103.88,TCP,0
10.42.0.211-64.71.142.124-55841-443-6,192.210.51.94,107.22.39.74,1415780436,37285,22,"---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,325,122.224.32.50,TCP,1
202.77.129.150-10.42.0.211-80-53574-6,61.147.103.139,90.83.30.97,1415780437,50424,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,96.254.171.2,TCP,0
172.217.12.174-10.42.0.151-443-35411-6,61.191.191.202,42.96.155.170,1415780435,53548,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,5,293,96.254.171.2,TCP,0
10.42.0.1-10.42.0.42-53-62485-17,216.99.152.26,202.105.183.89,1415780441,58955,22,"---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,325,61.164.126.34,TCP,0
10.42.0.42-36.51.254.232-48242-443-6,202.103.212.136,107.22.39.74,1415780437,57978,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,100.43.83.160,TCP,1
202.77.129.54-10.42.0.211-80-60054-6,69.28.58.85,107.22.39.74,1415780431,22,37078,"-A----,-A--S-,-AP---",c9f0f,c4ca4,3,185,100.43.83.160,TCP,0
10.42.0.151-87.240.165.91-50633-443-6,176.10.35.241,107.22.39.74,1415780435,22,38069,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,5.199.137.204,TCP,1
172.217.10.104-10.42.0.211-443-50197-6,216.99.152.26,107.22.39.74,1415780451,22,45647,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,5.199.137.204,TCP,0
10.42.0.211-10.42.0.1-61468-53-17,61.131.218.218,114.44.101.235,1415780457,22,45129,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,874,5.199.137.204,TCP,1
198.105.244.11-10.42.0.151-80-36984-6,108.163.159.20,114.44.101.235,1415780456,22,38766,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,117.41.243.18,UDP,0
10.42.0.211-123.125.115.164-42496-443-6,117.40.188.58,114.44.101.235,1415780456,22,45349,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,42.96.152.6,TCP,1
10.42.0.42-106.39.162.36-56246-80-6,180.76.1.13,200.0.52.91,1415780452,22,56421,"-A----,-AP---",c9f0f,c4ca4,3,1017,50.18.123.95,ICMP,1
151.101.20.166-10.42.0.151-443-58288-6,180.76.1.13,202.85.214.186,1415780457,34206,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,50.18.123.95,ICMP,0
180.149.136.194-10.42.0.151-80-56032-6,180.76.1.13,200.0.52.91,1415780449,35139,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,50.18.123.95,ICMP,1
182.22.120.252-10.42.0.211-443-51984-6,180.76.1.13,42.120.52.217,1415780456,39292,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,50.18.123.95,ICMP,0
172.217.10.42-10.42.0.42-443-40130-6,61.158.162.97,128.72.90.65,1415780451,45647,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,115.236.59.68,TCP,0
10.42.0.211-14.17.42.57-49454-80-6,61.147.103.79,128.72.90.65,1415780456,45349,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,61.131.218.218,TCP,1
10.42.0.211-58.63.236.212-38637-443-6,221.178.44.112,128.72.90.65,1415780452,56421,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,210.209.126.124,TCP,1
10.42.0.211-119.6.229.36-42615-80-6,198.13.109.248,128.72.90.65,1415780456,59102,22,"---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,5,279,218.31.79.211,TCP,0
172.217.12.206-10.42.0.151-443-47103-6,92.240.176.230,128.72.90.65,1415780451,58751,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,94.102.52.200,TCP,1
172.217.3.35-10.42.0.211-443-34937-6,92.240.176.230,128.72.90.65,1415780449,22,35139,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,121.8.154.28,TCP,0
10.42.0.211-10.42.0.1-8420-53-17,210.182.209.2,128.72.90.65,1415780451,22,50043,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,798,175.111.192.6,TCP,1
10.42.0.211-52.84.143.205-55967-80-6,210.182.209.2,177.139.153.26,1415780456,22,39292,"-A----,-AP---",c9f0f,c4ca4,3,1017,60.173.146.131,TCP,0
157.240.18.19-10.42.0.211-443-60557-6,210.182.209.2,114.80.200.102,1415780451,22,58751,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,60.173.146.131,TCP,1
10.42.0.42-36.110.213.49-36504-80-6,69.28.58.85,54.235.213.48,1415780457,22,34206,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,175.209.223.70,TCP,0
172.217.9.238-10.42.0.151-443-39887-6,117.40.188.58,54.235.213.48,1415780451,22,49311,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,200.35.148.49,TCP,0
10.42.0.211-115.239.210.141-44804-80-6,218.29.38.250,54.235.213.48,1415780456,38766,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,103.6.220.45,TCP,0
10.42.0.211-119.146.74.34-38339-80-6,41.160.58.98,54.235.213.48,1415780457,45129,22,"---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,325,96.254.171.2,TCP,0
10.42.0.211-10.42.0.1-21266-53-17,203.171.237.139,61.147.107.85,1415780451,49311,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,96.254.171.2,TCP,0
10.42.0.151-104.244.42.130-47234-443-6,95.152.0.92,46.20.35.73,1415780451,50043,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,219.148.140.130,ICMP,1
10.42.0.211-23.219.23.166-59522-80-6,95.152.0.92,1.174.204.233,1415780447,59029,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,5,287,222.186.52.66,ICMP,1
10.42.0.1-10.42.0.42-53-3120-17,95.152.0.92,1.174.204.233,1415780447,22,59029,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,798,50.81.126.231,ICMP,0
140.205.230.49-10.42.0.211-443-34345-6,95.152.0.92,69.175.126.170,1415775883,22,36818,"-A----,-AP---",c9f0f,c4ca4,6,504,50.81.126.231,ICMP,0
10.42.0.211-10.42.0.1-20025-53-17,118.192.15.115,218.70.229.241,1415692840,36818,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,61.164.143.35,TCP,0
10.42.0.151-10.42.0.1-10681-53-17,216.99.147.210,61.147.103.88,1415692839,36816,22,"----S-,-A----,-AP---",c9f0f,c4ca4,11,956,182.131.125.90,TCP,1
172.217.10.46-10.42.0.211-443-38651-6,216.99.147.210,58.57.164.225,1415337215,56998,22,"-A----,-AP---",c9f0f,c4ca4,10,840,168.62.172.93,TCP,1
172.217.10.142-10.42.0.151-443-41590-6,216.99.147.210,61.147.103.139,1415776371,22,56998,"-A----,-AP---",c9f0f,c4ca4,5,420,168.62.172.93,TCP,1
172.217.12.202-10.42.0.42-443-40533-6,124.160.238.198,222.186.36.101,1415777570,22,55777,"-A----,-AP---",c9f0f,c4ca4,6,504,222.186.52.64,TCP,1
10.42.0.211-54.88.144.196-38840-443-6,124.160.238.198,116.94.212.229,1415777178,22,48825,"-A----,-AP---",c9f0f,c4ca4,6,504,42.96.158.19,TCP,1
10.42.0.211-10.42.0.1-34095-53-17,124.160.238.198,116.94.212.229,1415777028,22,51239,"-A----,-AP---",c9f0f,c4ca4,6,504,176.103.93.231,TCP,0
239.255.255.250-10.42.0.1-1900-43760-17,61.143.207.106,218.8.245.179,1415485209,51239,22,"-A----,-AP---",c9f0f,c4ca4,11,892,121.125.72.183,TCP,1
10.42.0.211-10.42.0.1-53894-53-17,122.224.7.215,220.181.168.154,1415666723,51234,22,"-A----,-AP---",c9f0f,c4ca4,11,892,42.96.139.83,TCP,0
8.0.6.4-8.6.0.1-0-0-0,61.143.207.106,62.56.157.193,1415760748,22,57916,"-A----,-AP---",c9f0f,c4ca4,6,504,119.191.59.224,TCP,0
172.217.6.202-10.42.0.211-443-58951-6,61.143.207.106,60.173.14.75,1415451483,57893,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,61.185.21.61,TCP,0
172.217.12.170-10.42.0.42-443-59355-6,61.143.207.106,118.123.18.193,1415622119,57889,22,"-A----,-AP---",c9f0f,c4ca4,11,892,200.16.7.89,TCP,1
10.42.0.211-10.42.0.1-53695-53-17,61.143.207.106,123.204.128.181,1415773080,22,51478,"-A----,-AP---",c9f0f,c4ca4,6,504,199.193.71.18,TCP,0
10.42.0.211-10.42.0.1-55841-53-17,61.143.207.106,181.226.94.190,1415775896,22,36472,"-A----,-AP---",c9f0f,c4ca4,6,504,60.173.14.75,TCP,1
172.217.10.35-10.42.0.211-443-53798-6,218.29.38.250,181.226.94.190,1415771923,22,62672,-AP---,c9f0f,c4ca4,6,504,94.142.155.123,TCP,0
10.42.0.151-10.42.0.1-46791-53-17,177.192.149.139,84.236.54.133,1415768802,62672,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,192.210.51.67,TCP,1
172.217.10.227-10.42.0.151-443-45350-6,177.192.149.139,84.236.54.133,1415718697,65392,22,"----S-,-A----,-AP---",c9f0f,c4ca4,10,904,12.32.252.33,TCP,0
172.217.12.170-10.42.0.151-443-57281-6,110.189.88.56,168.62.172.93,1415775799,22,57913,"-A----,-AP---",c9f0f,c4ca4,5,420,12.32.252.33,TCP,1
10.42.0.211-104.254.66.16-44686-80-6,84.234.106.24,168.62.172.93,1415736076,57913,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,61.147.103.188,ICMP,1
220.170.182.31-10.42.0.211-443-35141-6,84.234.106.24,82.165.198.9,1415777597,22,57901,"-A----,-AP---",c9f0f,c4ca4,6,504,203.109.8.236,ICMP,0
10.42.0.211-10.42.0.1-10977-53-17,203.162.1.195,120.209.19.21,1415730030,57901,22,"-A----,-AP---",c9f0f,c4ca4,11,956,203.109.8.236,TCP,1
172.217.12.174-10.42.0.42-443-50377-6,112.90.219.3,199.193.70.149,1415764102,22,57893,"-A----,-AP---",c9f0f,c4ca4,5,420,42.96.158.191,TCP,0
10.42.0.211-23.206.125.17-38533-80-6,88.75.195.50,222.186.15.21,1415777593,22,57889,"-A----,-AP---",c9f0f,c4ca4,6,504,113.108.111.155,TCP,0
10.42.0.211-31.13.69.195-55836-443-6,88.75.195.50,122.116.138.74,1415777621,22,57880,"-A----,-AP---",c9f0f,c4ca4,6,504,180.248.234.213,TCP,1
10.42.0.211-10.42.0.1-55484-53-17,183.179.107.110,124.224.178.242,1415452710,47791,22,"-A----,-AP---",c9f0f,c4ca4,11,892,180.248.234.213,UDP,1
10.42.0.151-104.244.46.7-52877-443-6,50.16.129.113,124.224.178.242,1415780428,22,55502,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,874,180.248.234.213,ICMP,0
172.217.6.195-10.42.0.151-443-51025-6,50.16.129.113,124.224.178.242,1415780428,35261,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,180.248.234.213,ICMP,1
172.217.10.142-10.42.0.151-443-56748-6,50.16.129.113,124.224.178.242,1415780429,22,41921,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,906,180.248.234.213,TCP,0
10.42.0.211-10.42.0.1-52927-53-17,50.16.129.113,61.131.218.218,1415780427,60869,22,"----S-,---R--,-A----,-AP---",c9f0f,c4ca4,5,287,180.248.234.213,TCP,1
172.217.9.234-10.42.0.211-443-43810-6,175.137.202.54,94.23.45.14,1415780427,22,60869,"-A----,-A--S-,-AP---",c9f0f,c4ca4,3,184,180.248.234.213,TCP,0
10.42.0.211-106.11.94.1-43440-443-6,61.147.107.114,94.23.45.14,1415780428,22,51771,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,798,61.182.168.24,TCP,1
10.42.0.151-23.194.108.102-50473-443-6,61.131.218.218,94.23.45.14,1415780428,22,35261,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,940,115.236.59.68,TCP,0
10.42.0.211-64.34.226.87-47485-443-6,211.95.79.60,94.23.45.14,1415780429,41921,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,118.26.200.174,TCP,0
216.58.219.206-10.42.0.42-443-54791-6,112.90.219.3,5.39.8.25,1415780428,51771,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,42.96.158.15,TCP,0
208.80.154.224-10.42.0.42-80-58752-6,60.191.170.125,194.51.113.113,1415780428,55502,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,61.131.218.218,TCP,0
175.100.207.233-10.42.0.151-80-52123-6,94.251.165.155,194.51.113.113,1415780441,22,56494,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,42.96.156.253,TCP,0
10.42.0.42-64.71.142.110-59724-443-6,94.251.165.155,125.224.197.67,1415780441,22,60072,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,242,125.90.88.201,TCP,1
10.42.0.42-104.193.88.109-42366-80-6,95.155.201.83,82.165.198.9,1415780441,22,33420,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,874,114.37.7.211,TCP,1
192.229.163.180-10.42.0.42-443-52286-6,77.70.68.26,82.165.198.9,1415780435,22,48908,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,822,180.186.27.90,TCP,0
10.42.0.211-54.192.37.39-50897-443-6,46.49.55.144,82.165.198.9,1415780445,22,34626,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,61.147.103.79,TCP,0
191.239.8.125-10.42.0.42-443-36658-6,46.49.55.144,82.165.198.9,1415780432,22,51683,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,5,806,118.244.148.120,TCP,0
202.77.129.150-10.42.0.42-80-40121-6,118.21.109.230,82.165.198.9,1415780442,44752,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,42.96.158.15,TCP,1
10.42.0.42-52.84.29.134-41417-443-6,118.21.109.230,82.165.198.9,1415780441,44935,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,176.100.160.72,TCP,1
10.42.0.211-77.234.42.92-47583-443-6,221.131.255.21,198.13.109.248,1415780441,45926,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,176.100.160.72,TCP,1
192.229.173.173-10.42.0.211-80-55326-6,221.131.255.21,176.10.35.241,1415780437,54719,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,202.43.167.53,TCP,1
10.42.0.42-62.138.0.117-38289-80-6,141.212.121.24,58.182.16.145,1415780439,22,45025,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,84.233.249.252,TCP,1
10.42.0.211-10.42.0.1-8912-53-17,69.28.58.85,120.31.134.89,1415780441,22,44935,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,940,122.225.101.46,TCP,0
10.42.0.211-10.42.0.1-4138-53-17,69.28.58.85,99.100.140.172,1415780441,40314,22,"---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,325,115.236.59.68,TCP,1
173.194.175.138-10.42.0.211-443-52524-6,207.192.213.50,211.155.230.219,1415780441,22,45926,"-A----,-AP---",c9f0f,c4ca4,3,880,123.125.172.86,TCP,0
10.42.0.42-106.39.169.66-57117-80-6,69.175.126.170,42.96.157.130,1415780441,60072,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,216.245.210.211,UDP,0
203.205.158.60-10.42.0.42-80-58920-6,60.191.170.188,124.232.146.209,1415780438,22,33336,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,242,61.152.239.80,TCP,0
172.217.12.202-10.42.0.211-443-57279-6,202.85.214.186,222.186.36.101,1415780437,22,54719,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,61.152.239.80,TCP,1
10.42.0.1-10.42.0.42-53-45073-17,61.53.245.10,110.188.0.5,1415780441,22,40314,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,5,294,112.91.243.147,TCP,0
203.130.53.126-10.42.0.151-80-50088-6,69.175.126.170,203.67.122.15,1415780442,22,42931,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,219.235.8.107,UDP,1
10.42.0.211-104.192.110.245-34806-80-6,69.175.126.170,211.95.79.60,1415780442,22,44752,"-A----,-A--S-,-AP---",c9f0f,c4ca4,3,184,192.210.54.220,UDP,0
10.42.0.211-10.42.0.1-1081-53-17,203.171.237.139,122.225.101.46,1415780445,34626,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,5,287,198.13.109.252,TCP,1
